job,marital,education,age,balance,homeowner,loans,ln_default,day,contact,month,duration,campaign,pdays,previous,poutcome,RESP
blue-collar,married,primary,41,262,1.0,0.0,0.0,19,unknown,may,89,1,-1,0,unknown,0
blue-collar,divorced,secondary,32,86,0.0,1.0,0.0,19,unknown,may,703,1,-1,0,unknown,0
technician,single,tertiary,43,1017,1.0,0.0,0.0,19,unknown,may,257,2,-1,0,unknown,0
blue-collar,married,primary,48,456,1.0,1.0,0.0,19,unknown,may,289,1,-1,0,unknown,0
self-employed,married,secondary,52,6353,1.0,1.0,0.0,19,unknown,may,361,2,-1,0,unknown,0
technician,single,secondary,29,103,0.0,0.0,0.0,19,unknown,may,314,1,-1,0,unknown,0
admin.,divorced,secondary,51,467,1.0,0.0,0.0,19,unknown,may,83,1,-1,0,unknown,0
blue-collar,married,secondary,48,841,1.0,0.0,0.0,19,unknown,may,215,1,-1,0,unknown,0
services,married,secondary,34,0,1.0,0.0,0.0,19,unknown,may,115,4,-1,0,unknown,0
admin.,single,secondary,52,-346,1.0,1.0,0.0,19,unknown,may,147,3,-1,0,unknown,0
self-employed,married,secondary,31,157,1.0,0.0,0.0,19,unknown,may,285,1,-1,0,unknown,0
technician,married,secondary,41,459,1.0,0.0,0.0,19,unknown,may,102,1,-1,0,unknown,0
services,single,secondary,40,464,1.0,1.0,0.0,19,unknown,may,183,7,-1,0,unknown,0
services,married,secondary,51,2085,1.0,0.0,0.0,19,unknown,may,70,1,-1,0,unknown,0
blue-collar,married,unknown,42,1323,1.0,0.0,0.0,19,unknown,may,19,1,-1,0,unknown,0
blue-collar,single,secondary,31,75,1.0,0.0,0.0,19,unknown,may,346,1,-1,0,unknown,0
blue-collar,married,primary,34,-288,1.0,0.0,0.0,19,unknown,may,643,1,-1,0,unknown,0
self-employed,married,secondary,41,713,1.0,0.0,0.0,19,unknown,may,78,1,-1,0,unknown,0
blue-collar,married,secondary,43,1071,1.0,0.0,0.0,19,unknown,may,411,1,-1,0,unknown,0
blue-collar,married,secondary,54,887,1.0,0.0,0.0,19,unknown,may,133,1,-1,0,unknown,0
services,married,secondary,47,-288,0.0,0.0,0.0,19,unknown,may,193,6,-1,0,unknown,0
blue-collar,married,primary,41,3722,1.0,0.0,0.0,19,unknown,may,590,2,-1,0,unknown,0
management,married,tertiary,40,3,1.0,1.0,0.0,19,unknown,may,151,1,-1,0,unknown,0
management,single,secondary,23,85,1.0,0.0,0.0,19,unknown,may,109,2,-1,0,unknown,0
blue-collar,married,primary,48,6489,1.0,0.0,0.0,19,unknown,may,263,1,-1,0,unknown,0
admin.,single,secondary,36,3457,0.0,0.0,0.0,19,unknown,may,103,4,-1,0,unknown,0
management,divorced,tertiary,44,409,1.0,0.0,0.0,19,unknown,may,333,1,-1,0,unknown,0
admin.,single,secondary,31,396,1.0,0.0,0.0,19,unknown,may,104,1,-1,0,unknown,0
blue-collar,married,secondary,32,101,1.0,0.0,0.0,19,unknown,may,191,4,-1,0,unknown,0
blue-collar,married,secondary,49,402,1.0,0.0,0.0,19,unknown,may,571,1,-1,0,unknown,0
blue-collar,single,secondary,23,525,1.0,0.0,0.0,19,unknown,may,180,1,-1,0,unknown,0
admin.,married,secondary,41,3855,1.0,0.0,0.0,19,unknown,may,657,2,-1,0,unknown,0
blue-collar,married,secondary,52,157,1.0,1.0,0.0,19,unknown,may,107,2,-1,0,unknown,0
management,married,tertiary,41,1897,1.0,0.0,0.0,19,unknown,may,335,3,-1,0,unknown,0
blue-collar,married,secondary,22,36,1.0,0.0,0.0,19,unknown,may,120,3,-1,0,unknown,0
blue-collar,married,secondary,60,171,1.0,0.0,0.0,19,unknown,may,219,2,-1,0,unknown,0
technician,married,unknown,60,148,1.0,0.0,0.0,19,unknown,may,148,1,-1,0,unknown,0
technician,married,unknown,35,208,1.0,0.0,0.0,19,unknown,may,214,1,-1,0,unknown,0
blue-collar,married,primary,49,1536,1.0,0.0,0.0,19,unknown,may,400,2,-1,0,unknown,0
blue-collar,single,secondary,32,476,1.0,1.0,0.0,19,unknown,may,503,2,-1,0,unknown,0
blue-collar,married,secondary,45,42,1.0,0.0,0.0,19,unknown,may,125,5,-1,0,unknown,0
management,single,tertiary,29,-233,1.0,0.0,0.0,19,unknown,may,329,1,-1,0,unknown,0
management,married,tertiary,45,1540,1.0,0.0,0.0,19,unknown,may,194,3,-1,0,unknown,0
management,single,tertiary,28,3238,1.0,0.0,0.0,19,unknown,may,7,1,-1,0,unknown,0
student,single,unknown,21,210,1.0,0.0,0.0,19,unknown,may,53,1,-1,0,unknown,0
services,single,secondary,31,1629,1.0,0.0,0.0,19,unknown,may,344,2,-1,0,unknown,0
admin.,divorced,secondary,27,112,1.0,0.0,0.0,19,unknown,may,104,1,-1,0,unknown,0
services,divorced,secondary,43,1040,1.0,0.0,0.0,19,unknown,may,552,3,-1,0,unknown,1
blue-collar,single,unknown,24,76,1.0,0.0,0.0,19,unknown,may,345,1,-1,0,unknown,0
blue-collar,single,secondary,28,362,1.0,0.0,0.0,19,unknown,may,263,1,-1,0,unknown,0
management,divorced,tertiary,42,1116,1.0,0.0,0.0,19,unknown,may,88,6,-1,0,unknown,0
blue-collar,married,secondary,40,-365,1.0,0.0,0.0,19,unknown,may,44,43,-1,0,unknown,0
services,married,primary,42,2567,1.0,0.0,0.0,19,unknown,may,401,2,-1,0,unknown,0
blue-collar,single,secondary,31,19,1.0,0.0,0.0,19,unknown,may,178,5,-1,0,unknown,0
blue-collar,married,primary,47,146,1.0,1.0,0.0,19,unknown,may,53,5,-1,0,unknown,0
blue-collar,divorced,secondary,40,125,1.0,0.0,0.0,19,unknown,may,349,2,-1,0,unknown,0
admin.,divorced,secondary,31,47,1.0,0.0,0.0,19,unknown,may,34,9,-1,0,unknown,0
blue-collar,divorced,secondary,26,0,1.0,0.0,0.0,19,unknown,may,48,3,-1,0,unknown,0
admin.,single,primary,52,0,0.0,0.0,0.0,19,unknown,may,182,11,-1,0,unknown,0
blue-collar,single,tertiary,31,462,1.0,1.0,0.0,19,unknown,may,147,1,-1,0,unknown,0
management,married,tertiary,44,4087,1.0,0.0,0.0,19,unknown,may,457,5,-1,0,unknown,0
technician,single,secondary,27,16,0.0,0.0,0.0,19,unknown,may,193,1,-1,0,unknown,0
blue-collar,married,unknown,41,665,1.0,0.0,0.0,19,unknown,may,142,3,-1,0,unknown,0
management,single,secondary,28,471,1.0,1.0,0.0,19,unknown,may,123,2,-1,0,unknown,0
blue-collar,married,secondary,27,613,1.0,0.0,0.0,19,unknown,may,65,3,-1,0,unknown,0
admin.,married,secondary,34,645,1.0,0.0,0.0,19,unknown,may,420,1,-1,0,unknown,0
blue-collar,married,secondary,44,1087,1.0,0.0,0.0,19,unknown,may,100,2,-1,0,unknown,0
blue-collar,married,primary,36,2079,1.0,1.0,0.0,19,unknown,may,403,2,-1,0,unknown,0
technician,married,secondary,37,1633,1.0,0.0,0.0,19,unknown,may,229,3,-1,0,unknown,0
technician,single,primary,27,1022,1.0,0.0,0.0,19,unknown,may,445,2,-1,0,unknown,0
blue-collar,single,secondary,32,1211,1.0,0.0,0.0,19,unknown,may,206,4,-1,0,unknown,0
blue-collar,married,secondary,31,9714,1.0,0.0,0.0,19,unknown,may,182,2,-1,0,unknown,0
management,married,tertiary,51,642,0.0,0.0,0.0,19,unknown,may,183,2,-1,0,unknown,0
technician,divorced,secondary,47,1851,1.0,0.0,0.0,19,unknown,may,140,2,-1,0,unknown,0
student,single,secondary,23,405,1.0,0.0,0.0,19,unknown,may,134,3,-1,0,unknown,0
management,single,tertiary,30,358,1.0,0.0,0.0,19,unknown,may,88,51,-1,0,unknown,0
blue-collar,married,secondary,50,170,1.0,1.0,0.0,19,unknown,may,234,13,-1,0,unknown,0
services,married,secondary,52,2420,1.0,0.0,0.0,19,unknown,may,215,3,-1,0,unknown,0
blue-collar,single,secondary,34,1484,1.0,0.0,0.0,19,unknown,may,194,5,-1,0,unknown,0
entrepreneur,married,secondary,28,422,1.0,0.0,0.0,19,unknown,may,394,2,-1,0,unknown,0
admin.,single,secondary,28,350,1.0,1.0,0.0,19,unknown,may,5,2,-1,0,unknown,0
retired,married,secondary,57,919,1.0,1.0,0.0,19,unknown,may,408,2,-1,0,unknown,0
management,single,tertiary,31,444,1.0,0.0,0.0,19,unknown,may,114,2,-1,0,unknown,0
management,married,tertiary,35,1253,1.0,0.0,0.0,19,unknown,may,210,2,-1,0,unknown,0
entrepreneur,married,tertiary,49,320,1.0,1.0,0.0,19,unknown,may,243,6,-1,0,unknown,0
services,married,secondary,32,1066,1.0,0.0,0.0,19,unknown,may,180,9,-1,0,unknown,0
services,married,unknown,28,-134,1.0,0.0,0.0,19,unknown,may,8,2,-1,0,unknown,0
management,single,tertiary,51,1146,1.0,1.0,0.0,19,unknown,may,458,4,-1,0,unknown,0
blue-collar,married,primary,32,424,1.0,0.0,0.0,19,unknown,may,313,2,-1,0,unknown,0
management,divorced,tertiary,37,122,1.0,0.0,0.0,19,unknown,may,1622,2,-1,0,unknown,1
blue-collar,married,secondary,55,212,1.0,0.0,0.0,19,unknown,may,324,2,-1,0,unknown,0
blue-collar,single,secondary,27,5,1.0,0.0,0.0,19,unknown,may,205,3,-1,0,unknown,0
management,single,tertiary,49,580,0.0,0.0,0.0,19,unknown,may,310,2,-1,0,unknown,0
blue-collar,single,secondary,22,3992,1.0,1.0,0.0,19,unknown,may,194,2,-1,0,unknown,0
technician,divorced,secondary,36,141,1.0,0.0,0.0,19,unknown,may,165,5,-1,0,unknown,0
management,divorced,secondary,46,361,1.0,0.0,0.0,19,unknown,may,86,7,-1,0,unknown,0
blue-collar,married,secondary,57,8195,1.0,0.0,0.0,19,unknown,may,160,2,-1,0,unknown,0
admin.,divorced,secondary,55,3524,1.0,0.0,0.0,19,unknown,may,492,6,-1,0,unknown,0
blue-collar,married,secondary,34,1710,1.0,1.0,0.0,19,unknown,may,187,3,-1,0,unknown,0
technician,married,primary,44,177,1.0,0.0,0.0,19,unknown,may,197,4,-1,0,unknown,0
management,married,tertiary,45,199,0.0,0.0,0.0,19,unknown,may,95,5,-1,0,unknown,0
blue-collar,married,secondary,30,0,0.0,0.0,0.0,19,unknown,may,159,3,-1,0,unknown,0
technician,single,tertiary,30,880,1.0,1.0,0.0,19,unknown,may,967,6,-1,0,unknown,1
blue-collar,married,secondary,45,771,1.0,0.0,0.0,19,unknown,may,221,2,-1,0,unknown,0
blue-collar,divorced,secondary,34,164,1.0,0.0,0.0,19,unknown,may,102,13,-1,0,unknown,0
technician,married,secondary,41,501,1.0,0.0,0.0,19,unknown,may,579,5,-1,0,unknown,1
management,married,unknown,45,9051,1.0,0.0,0.0,19,unknown,may,124,63,-1,0,unknown,0
technician,divorced,unknown,46,103,0.0,0.0,0.0,19,unknown,may,158,5,-1,0,unknown,0
management,married,tertiary,37,89,1.0,0.0,0.0,19,unknown,may,162,10,-1,0,unknown,0
blue-collar,married,secondary,45,4111,1.0,0.0,0.0,19,unknown,may,211,2,-1,0,unknown,0
blue-collar,married,primary,42,170,1.0,0.0,0.0,19,unknown,may,51,41,-1,0,unknown,0
blue-collar,married,secondary,49,1854,1.0,0.0,0.0,19,unknown,may,173,5,-1,0,unknown,0
blue-collar,married,secondary,54,233,1.0,0.0,0.0,19,unknown,may,220,3,-1,0,unknown,0
retired,married,secondary,60,819,1.0,0.0,0.0,19,unknown,may,110,2,-1,0,unknown,0
admin.,single,secondary,24,1019,1.0,0.0,0.0,19,unknown,may,99,26,-1,0,unknown,0
blue-collar,married,primary,43,1147,1.0,1.0,0.0,19,unknown,may,112,7,-1,0,unknown,0
technician,married,tertiary,49,279,1.0,0.0,0.0,19,unknown,may,168,4,-1,0,unknown,0
blue-collar,married,unknown,45,1263,1.0,0.0,0.0,19,unknown,may,283,3,-1,0,unknown,0
technician,divorced,secondary,54,7449,1.0,0.0,0.0,19,unknown,may,235,7,-1,0,unknown,0
management,married,tertiary,39,198,1.0,0.0,0.0,19,unknown,may,138,8,-1,0,unknown,0
technician,single,unknown,23,710,1.0,0.0,0.0,19,unknown,may,374,6,-1,0,unknown,0
services,divorced,secondary,48,858,1.0,0.0,0.0,19,unknown,may,353,4,-1,0,unknown,0
admin.,married,secondary,38,1344,1.0,1.0,0.0,19,unknown,may,147,2,-1,0,unknown,0
self-employed,single,tertiary,44,149,1.0,0.0,0.0,19,unknown,may,332,10,-1,0,unknown,0
management,single,primary,53,208,1.0,0.0,0.0,19,unknown,may,179,9,-1,0,unknown,0
blue-collar,married,secondary,28,224,1.0,0.0,0.0,19,unknown,may,571,5,-1,0,unknown,0
management,single,tertiary,38,91,1.0,0.0,0.0,19,unknown,may,492,9,-1,0,unknown,0
blue-collar,single,secondary,27,-3,1.0,0.0,1.0,19,unknown,may,265,5,-1,0,unknown,0
blue-collar,married,secondary,25,316,1.0,1.0,0.0,19,unknown,may,360,2,-1,0,unknown,0
admin.,married,secondary,35,846,1.0,1.0,0.0,19,unknown,may,175,2,-1,0,unknown,0
blue-collar,married,primary,31,352,1.0,0.0,0.0,19,unknown,may,97,9,-1,0,unknown,0
blue-collar,married,primary,40,-22,1.0,0.0,0.0,19,unknown,may,84,3,-1,0,unknown,0
services,single,secondary,27,4923,1.0,0.0,0.0,19,unknown,may,57,7,-1,0,unknown,0
admin.,married,tertiary,53,6,0.0,0.0,1.0,19,unknown,may,105,11,-1,0,unknown,0
management,divorced,tertiary,32,312,1.0,1.0,0.0,19,unknown,may,886,3,-1,0,unknown,0
technician,single,secondary,37,61,1.0,0.0,0.0,19,unknown,may,182,8,-1,0,unknown,0
blue-collar,married,primary,37,53,1.0,0.0,0.0,19,unknown,may,467,4,-1,0,unknown,0
blue-collar,married,unknown,47,-345,1.0,0.0,0.0,19,unknown,may,18,14,-1,0,unknown,0
management,divorced,tertiary,36,0,1.0,0.0,0.0,19,unknown,may,21,11,-1,0,unknown,0
blue-collar,married,secondary,52,2231,1.0,1.0,0.0,19,unknown,may,470,4,-1,0,unknown,0
services,married,unknown,52,337,1.0,0.0,0.0,19,unknown,may,85,3,-1,0,unknown,0
technician,married,unknown,50,413,1.0,0.0,0.0,19,unknown,may,243,2,-1,0,unknown,0
blue-collar,married,secondary,45,1345,1.0,0.0,0.0,19,unknown,may,120,7,-1,0,unknown,0
blue-collar,married,primary,52,522,1.0,0.0,0.0,19,unknown,may,298,2,-1,0,unknown,0
services,married,primary,23,523,1.0,1.0,0.0,19,unknown,may,249,2,-1,0,unknown,0
blue-collar,married,secondary,44,261,1.0,0.0,0.0,19,unknown,may,87,5,-1,0,unknown,0
admin.,single,secondary,27,3776,1.0,0.0,0.0,19,unknown,may,217,2,-1,0,unknown,0
technician,married,secondary,57,437,1.0,0.0,0.0,19,unknown,may,44,4,-1,0,unknown,0
blue-collar,married,primary,48,490,1.0,0.0,0.0,19,unknown,may,622,2,-1,0,unknown,0
management,married,unknown,51,6482,1.0,0.0,0.0,19,unknown,may,182,2,-1,0,unknown,0
management,married,primary,53,3544,0.0,0.0,0.0,19,unknown,may,195,4,-1,0,unknown,0
retired,married,primary,46,0,0.0,0.0,0.0,19,unknown,may,179,2,-1,0,unknown,0
services,single,secondary,49,459,1.0,0.0,0.0,19,unknown,may,58,10,-1,0,unknown,0
technician,single,tertiary,30,3291,1.0,0.0,0.0,19,unknown,may,1218,3,-1,0,unknown,1
management,married,primary,41,2592,1.0,0.0,0.0,19,unknown,may,500,3,-1,0,unknown,0
self-employed,married,tertiary,42,596,1.0,0.0,0.0,19,unknown,may,66,9,-1,0,unknown,0
self-employed,married,secondary,34,-56,1.0,0.0,0.0,19,unknown,may,248,3,-1,0,unknown,0
services,married,primary,44,1161,1.0,0.0,0.0,19,unknown,may,110,5,-1,0,unknown,0
blue-collar,married,primary,34,183,1.0,0.0,0.0,19,unknown,may,3078,4,-1,0,unknown,0
student,single,secondary,28,154,1.0,0.0,0.0,20,unknown,may,21,9,-1,0,unknown,0
management,single,secondary,31,0,1.0,0.0,0.0,20,unknown,may,150,1,-1,0,unknown,0
technician,single,secondary,48,479,0.0,0.0,0.0,20,unknown,may,148,5,-1,0,unknown,0
management,divorced,tertiary,38,-980,1.0,0.0,0.0,20,unknown,may,91,1,-1,0,unknown,0
management,single,tertiary,38,690,1.0,0.0,0.0,20,unknown,may,34,1,-1,0,unknown,0
management,divorced,tertiary,32,5306,1.0,0.0,0.0,20,unknown,may,201,1,-1,0,unknown,0
admin.,married,secondary,33,730,1.0,0.0,0.0,20,unknown,may,70,1,-1,0,unknown,0
services,single,secondary,41,397,1.0,0.0,0.0,20,unknown,may,19,15,-1,0,unknown,0
admin.,single,secondary,33,434,1.0,0.0,0.0,20,unknown,may,351,1,-1,0,unknown,0
management,married,tertiary,37,897,0.0,0.0,0.0,20,unknown,may,182,1,-1,0,unknown,0
technician,divorced,secondary,55,0,1.0,0.0,0.0,20,unknown,may,365,4,-1,0,unknown,0
services,single,secondary,32,228,1.0,0.0,0.0,20,unknown,may,257,1,-1,0,unknown,0
management,single,tertiary,33,201,1.0,0.0,0.0,20,unknown,may,280,1,-1,0,unknown,0
management,married,tertiary,54,2847,1.0,0.0,0.0,20,unknown,may,16,10,-1,0,unknown,0
admin.,single,secondary,39,4039,1.0,0.0,0.0,20,unknown,may,140,1,-1,0,unknown,0
technician,married,unknown,60,132,1.0,0.0,0.0,20,unknown,may,21,11,-1,0,unknown,0
blue-collar,married,secondary,30,9,1.0,0.0,0.0,20,unknown,may,184,1,-1,0,unknown,0
management,single,secondary,34,31,1.0,0.0,0.0,20,unknown,may,20,14,-1,0,unknown,0
management,married,tertiary,57,0,1.0,1.0,0.0,20,unknown,may,107,2,-1,0,unknown,0
blue-collar,married,secondary,36,4438,1.0,0.0,0.0,20,unknown,may,446,1,-1,0,unknown,1
admin.,married,secondary,39,6421,0.0,1.0,0.0,20,unknown,may,661,1,-1,0,unknown,0
blue-collar,married,secondary,38,171,1.0,1.0,0.0,20,unknown,may,172,1,-1,0,unknown,0
management,divorced,tertiary,37,42,1.0,1.0,0.0,20,unknown,may,125,4,-1,0,unknown,0
management,married,tertiary,36,806,1.0,0.0,0.0,20,unknown,may,280,1,-1,0,unknown,0
blue-collar,married,secondary,39,298,1.0,0.0,0.0,20,unknown,may,216,1,-1,0,unknown,0
entrepreneur,married,secondary,35,24,1.0,0.0,0.0,20,unknown,may,81,1,-1,0,unknown,0
blue-collar,married,secondary,47,290,1.0,0.0,0.0,20,unknown,may,409,2,-1,0,unknown,0
management,married,tertiary,37,425,1.0,0.0,0.0,20,unknown,may,226,1,-1,0,unknown,0
unemployed,married,secondary,39,0,1.0,0.0,0.0,20,unknown,may,191,1,-1,0,unknown,0
blue-collar,married,secondary,35,1602,1.0,1.0,0.0,20,unknown,may,171,1,-1,0,unknown,0
management,divorced,primary,32,137,1.0,0.0,0.0,20,unknown,may,13,12,-1,0,unknown,0
management,single,tertiary,30,3110,1.0,0.0,0.0,20,unknown,may,133,1,-1,0,unknown,0
blue-collar,single,primary,38,419,1.0,0.0,0.0,20,unknown,may,656,1,-1,0,unknown,0
blue-collar,divorced,secondary,35,0,1.0,0.0,0.0,20,unknown,may,1205,1,-1,0,unknown,1
blue-collar,married,secondary,31,-88,1.0,0.0,0.0,20,unknown,may,202,6,-1,0,unknown,0
blue-collar,married,secondary,35,274,1.0,1.0,0.0,20,unknown,may,205,1,-1,0,unknown,0
management,married,tertiary,38,0,1.0,0.0,0.0,20,unknown,may,206,1,-1,0,unknown,0
services,married,secondary,34,0,1.0,0.0,0.0,20,unknown,may,79,1,-1,0,unknown,0
management,single,tertiary,30,162,1.0,0.0,0.0,20,unknown,may,186,4,-1,0,unknown,0
services,divorced,secondary,31,1222,1.0,0.0,0.0,20,unknown,may,532,1,-1,0,unknown,0
services,married,secondary,54,4482,1.0,0.0,0.0,20,unknown,may,97,2,-1,0,unknown,0
technician,married,secondary,40,1259,0.0,0.0,0.0,20,unknown,may,234,5,-1,0,unknown,0
blue-collar,married,secondary,35,499,1.0,0.0,0.0,20,unknown,may,328,1,-1,0,unknown,0
technician,single,secondary,35,1861,1.0,0.0,0.0,20,unknown,may,297,1,-1,0,unknown,0
services,single,secondary,29,271,1.0,0.0,0.0,20,unknown,may,1882,2,-1,0,unknown,1
admin.,single,tertiary,33,622,1.0,0.0,0.0,20,unknown,may,243,1,-1,0,unknown,0
student,single,secondary,31,368,1.0,0.0,0.0,20,unknown,may,81,1,-1,0,unknown,0
housemaid,married,primary,51,492,1.0,0.0,0.0,20,unknown,may,142,3,-1,0,unknown,0
blue-collar,married,primary,35,102,1.0,0.0,0.0,20,unknown,may,1334,1,-1,0,unknown,1
self-employed,married,secondary,38,736,1.0,0.0,0.0,20,unknown,may,775,1,-1,0,unknown,0
unemployed,married,secondary,36,733,1.0,0.0,0.0,20,unknown,may,335,1,-1,0,unknown,0
management,married,secondary,37,3175,1.0,0.0,0.0,20,unknown,may,168,1,-1,0,unknown,0
technician,married,tertiary,29,43,1.0,0.0,0.0,20,unknown,may,68,2,-1,0,unknown,0
services,married,primary,53,574,1.0,0.0,0.0,20,unknown,may,121,2,-1,0,unknown,0
blue-collar,married,secondary,34,4622,1.0,1.0,0.0,20,unknown,may,217,1,-1,0,unknown,0
self-employed,single,tertiary,31,1820,1.0,0.0,0.0,20,unknown,may,68,1,-1,0,unknown,0
admin.,divorced,secondary,38,3750,1.0,0.0,0.0,20,unknown,may,119,1,-1,0,unknown,0
admin.,married,secondary,36,465,1.0,0.0,0.0,20,unknown,may,160,1,-1,0,unknown,0
management,married,tertiary,36,860,1.0,0.0,0.0,20,unknown,may,294,15,-1,0,unknown,0
student,single,unknown,32,1583,1.0,0.0,0.0,20,unknown,may,57,1,-1,0,unknown,0
blue-collar,married,secondary,38,0,1.0,0.0,0.0,20,unknown,may,90,1,-1,0,unknown,0
blue-collar,married,secondary,36,7579,1.0,0.0,0.0,20,unknown,may,600,1,-1,0,unknown,0
blue-collar,married,secondary,35,4635,1.0,0.0,0.0,20,unknown,may,148,1,-1,0,unknown,0
management,married,tertiary,31,827,0.0,0.0,0.0,20,unknown,may,38,1,-1,0,unknown,0
blue-collar,married,primary,32,0,1.0,0.0,0.0,20,unknown,may,142,1,-1,0,unknown,0
services,married,secondary,32,364,1.0,0.0,0.0,20,unknown,may,466,1,-1,0,unknown,0
services,married,secondary,36,380,1.0,0.0,0.0,20,unknown,may,26,1,-1,0,unknown,0
unemployed,married,secondary,32,93,1.0,0.0,0.0,20,unknown,may,203,2,-1,0,unknown,0
blue-collar,married,tertiary,33,6138,1.0,0.0,0.0,20,unknown,may,369,1,-1,0,unknown,0
blue-collar,married,secondary,30,1803,1.0,0.0,0.0,20,unknown,may,29,1,-1,0,unknown,0
services,married,secondary,39,0,1.0,0.0,0.0,20,unknown,may,793,2,-1,0,unknown,0
admin.,married,secondary,35,3187,1.0,0.0,0.0,20,unknown,may,71,1,-1,0,unknown,0
blue-collar,married,secondary,31,2,1.0,0.0,0.0,20,unknown,may,182,2,-1,0,unknown,1
services,single,secondary,30,695,1.0,0.0,0.0,20,unknown,may,203,1,-1,0,unknown,0
services,married,primary,34,1042,1.0,0.0,0.0,20,unknown,may,167,1,-1,0,unknown,0
blue-collar,single,secondary,30,4648,1.0,0.0,0.0,20,unknown,may,37,1,-1,0,unknown,0
blue-collar,single,secondary,31,2089,1.0,0.0,0.0,20,unknown,may,34,1,-1,0,unknown,0
self-employed,married,tertiary,39,3059,1.0,1.0,0.0,20,unknown,may,394,1,-1,0,unknown,0
technician,married,secondary,36,412,1.0,1.0,0.0,20,unknown,may,127,1,-1,0,unknown,0
management,single,tertiary,32,863,1.0,0.0,0.0,20,unknown,may,264,1,-1,0,unknown,0
services,married,secondary,33,4434,1.0,0.0,0.0,20,unknown,may,265,1,-1,0,unknown,0
services,married,secondary,33,5499,1.0,0.0,0.0,20,unknown,may,231,1,-1,0,unknown,0
technician,divorced,secondary,34,3997,1.0,0.0,0.0,20,unknown,may,320,1,-1,0,unknown,0
housemaid,married,primary,39,4904,1.0,0.0,0.0,20,unknown,may,101,1,-1,0,unknown,0
management,married,tertiary,35,440,1.0,0.0,0.0,20,unknown,may,110,1,-1,0,unknown,0
retired,single,secondary,60,-14,1.0,0.0,0.0,20,unknown,may,121,3,-1,0,unknown,0
technician,single,tertiary,34,759,0.0,0.0,0.0,20,unknown,may,265,1,-1,0,unknown,0
technician,married,secondary,33,603,1.0,0.0,0.0,20,unknown,may,345,1,-1,0,unknown,0
admin.,divorced,secondary,59,-41,1.0,1.0,0.0,20,unknown,may,171,1,-1,0,unknown,0
admin.,single,secondary,31,78,0.0,0.0,0.0,20,unknown,may,572,1,-1,0,unknown,0
technician,married,secondary,36,84,1.0,0.0,0.0,20,unknown,may,67,1,-1,0,unknown,0
technician,divorced,secondary,36,409,1.0,0.0,0.0,20,unknown,may,25,1,-1,0,unknown,0
blue-collar,married,secondary,38,732,1.0,1.0,0.0,20,unknown,may,269,1,-1,0,unknown,0
blue-collar,married,secondary,32,328,1.0,0.0,0.0,20,unknown,may,132,1,-1,0,unknown,0
technician,single,secondary,32,1698,1.0,0.0,0.0,20,unknown,may,115,1,-1,0,unknown,0
services,married,secondary,39,9374,1.0,0.0,0.0,20,unknown,may,273,1,-1,0,unknown,0
retired,married,secondary,39,439,0.0,0.0,0.0,20,unknown,may,56,1,-1,0,unknown,0
housemaid,married,tertiary,33,4958,1.0,0.0,0.0,20,unknown,may,434,1,-1,0,unknown,0
services,single,secondary,23,210,1.0,0.0,0.0,20,unknown,may,507,1,-1,0,unknown,0
