time,tweets,role
12/8/2017 8:04, Just arrived at the Pensacola Bay Center. Join me LIVE on @FoxNews in 10 minutes! #MAGA https://t.co/RQFqOkcpNV [Twitter for iPhone] link,president
12/8/2017 8:04, Just arrived at the Pensacola Bay Center. Join me LIVE on @FoxNews in 10 minutes! #MAGA https://t.co/RQFqOkcpNV [Twitter for iPhone] link,president
12/8/2017 6:25," On my way to Pensacola, Florida. See everyone soon! #MAGA https://t.co/ijwxVSYQ52 [Twitter for iPhone] link",president
12/7/2017 8:08, Go get the new book on Andrew Jackson by Brian Kilmeade...Really good. @foxandfriends [Twitter for iPhone] link,president
12/6/2017 10:00, MAKE,president
12/4/2017 7:35, A must watch: Legal Scholar Alan Dershowitz was just on @foxandfriends talking of what is going on with respect to the greatest Witch Hunt in U.S. political history. Enjoy! [Twitter for iPhone] link,president
12/3/2017 7:42," Tainted (no, very dishonest?) FBI “agent’s role in Clinton probe under review.” Led Clinton Email probe. @foxandfriends Clinton money going to wife of another FBI agent in charge. [Twitter for iPhone] lin",president
12/3/2017 6:15, I never asked Comey to stop investigating Flynn. Just more Fake News covering another Comey lie! [Twitter for iPhone] link,president
12/2/2017 9:22," Congratulations to @ABC News for suspending Brian Ross for his horrendously inaccurate and dishonest report on the Russia, Russia, Russia Witch Hunt. More Networks and “papers” should do the same with their Fake News! [Twitter for iPhone] link",president
12/1/2017 3:08," The media has been speculating that I fired Rex Tillerson or that he would be leaving soon - FAKE NEWS! He’s not leaving and while we disagree on certain subjects, (I call the final shots) we work well together and America is highly respected again! https://t.co/FrqiPLFJ1E [Twitter for iPhone] link",president
11/30/2017 7:15, The Failing @nytimes has totally gone against the Social Media Guidelines that they installed to preserve some credibility after many of their biased reporters went Rogue! @foxandfriends [Twitter for iPhone] link,president
11/30/2017 7:15, The Failing @nytimes has totally gone against the Social Media Guidelines that they installed to preserve some credibility after many of their biased reporters went Rogue! @foxandfriends [Twitter for iPh,president
11/30/2017 7:01," The Failing @nytimes, the pipe organ for the Democrat Party, has become a virtual lobbyist for them with regard to our massive Tax Cut Bill. They are wrong so often that now I know we have a winner! [Twitter for iPhone] link",president
11/30/2017 4:50, Our FIFTH 1K milestone of 2017! #DOW24K #MAGA https://t.co/NoVt1uFp0y [Twitter for iPhone] link,president
11/29/2017 9:14, So now that Matt Lauer is gone when will the Fake News practitioners at NBC be terminating the contract of Phil Griffin? And will they terminate low ratings Joe Scarborough based on the “unsolved mystery” that took place in Florida years ago? Investigate! [Twitter for iPhone] link,president
11/29/2017 8:58, So now tha Matt Lauer is gone when will the Fake News practitioners at NBC be terminating the contract of Phil Griffin? And will they terminate low ratings Joe Scarborough based on the “unsolved mystery” that took place in Florida years ago? Investigate! [Twitter for iPhone] link,president
11/29/2017 8:03, The House of Representatives seeks contempt citations(?) against the JusticeDepartment and the FBI for withholding key documents and an FBI witness which could shed light on surveillance of associates of,president
11/29/2017 7:16," Wow, Matt Lauer was just fired from NBC for “inappropriate sexual behavior in the workplace.” But when will the top executives at NBC & Comcast be fired for putting out so much Fake News. Check out Andy Lack’s past! [Twitter for iPhone] link",president
11/29/2017 6:49," Great, and we should boycott Fake News CNN. Dealing with them is a total waste of time! https://t.co/8zJ3j7g5el [Twitter for iPhone] link",president
11/29/2017 6:49," Great, and we should boycott Fake News CNN. Dealing with them is a total waste of time! https://t.co/8zJ3j7g5el [Twitter for iPhone] link",president
11/29/2017 6:32," .@foxandfriends, we are in record territory in all things having to do with our economy! https://t.co/VB0Ao3s18d [Twitter for iPhone] link",president
11/28/2017 9:45," Charles McCullough, the respected fmr Intel Comm Inspector General, said public was misled on Crooked Hillary Emails. “Emails endangered National Security.” Why aren’t our deep State authorities looking",president
11/27/2017 9:04," We should have a contest as to which of the Networks, plus CNN and not including Fox, is the most dishonest, corrupt and/or distorted in its political coverage of your favorite President (me). They are all bad. Winner to receive the FAKE NEWS TROPHY! [Twitter for iPhone] link",president
11/27/2017 9:04," We should have a contest as to which of the Networks, plus CNN and not including Fox, is the most dishonest, corrupt and/or distorted in its political coverage of your favorite President (me). They are all bad. Winner to receive the FAKE NEWS TROPHY! [Twitter for iPhone] link",president
11/26/2017 4:29," Since the first day I took office, all you hear is the phony Democrat excuse for losing the election, Russia, Russia,Russia. Despite this I have the economy booming and have possibly done more than any 10 month President. MAKE",president
11/25/2017 6:25," Wow, even I didn’t realize we did so much. Wish the Fake News would report! Thank you. https://t.co/ApVbu2b0Jd [Twitter for iPhone] link",president
11/25/2017 5:37," .@FoxNews is MUCH more important in the United States than CNN, but outside of the U.S., CNN International is still a major source of (Fake) news, and they represent our Nation to the WORLD very poorly. The outside world does not see the truth from them! [Twitter for iPhone] link",president
11/25/2017 5:37," .@FoxNews is MUCH more important in the United States than CNN, but outside of the U.S., CNN International is still a major source of (Fake) news, and they represent our Nation to the WORLD very poorly.",president
11/23/2017 6:44, MAKE,president
11/23/2017 6:31, @ThePlumLineGS MAKE,president
11/22/2017 4:25, 51 Million American to travel this weekend - highest number in twelve years (AAA). Traffic and airports are running very smoothly! @FoxNews [Twitter for iPhone] link,president
11/20/2017 6:55, Under President Trump unemployment rate will drop below 4%. Analysts predict economic boom for 2018! @foxandfriends and @Varneyco [Twitter for iPhone] link,president
11/15/2017 11:52, It is actually hard to believe how naive (or dumb) the Failing @nytimes is when it comes to foreign policy...weak and ineffective! [Twitter for iPhone] link,president
11/15/2017 11:35," The failing @nytimes hates the fact that I have developed a great relationship with World leaders like Xi Jinping, President of China..... [Twitter for iPhone] link",president
11/15/2017 5:45," While in the Philippines I was forced to watch @CNN, which I have not done in months, and again realized how bad, and FAKE, it is. Loser! [Twitter for iPhone] link",president
11/15/2017 5:40," .@foxandfriends will be showing much of our successful trip to Asia, and the friendships & benefits that will endure for years to come! [Twitter for iPhone] link",president
11/14/2017 3:07," One of the most accurate polls last time around. But #FakeNews likes to say we’re in the 30’s. They are wrong. Some people think numbers could be in the 50's. Together, WE will MAKE",president
11/14/2017 3:07," One of the most accurate polls last time around. But #FakeNews likes to say we’re in the 30’s. They are wrong. Some people think numbers could be in the 50's. Together, WE will MAKE",president
11/13/2017 7:33, Will be leaving the Philippines tomorrow after many days of constant mtgs & work in order to #MAGA! My promises are rapidly being fulfilled. [Twitter for iPhone] link,president
11/11/2017 7:43," Does the Fake News Media remember when Crooked Hillary Clinton, as Secretary of State, was begging Russia to be our friend with the misspelled reset button? Obama tried also, but he had zero chemistry with Putin. [Twitter Web Client] link",president
11/9/2017 6:39," I don’t blame China, I blame the incompetence of past Admins for allowing China to take advantage of the U.S. on trade leading up to a point where the U.S. is losing $100's of billions. How can you blame China for taking advantage of people that had no clue? I would've done same! [Twitter Web Client] link",president
11/3/2017 11:09," The rigged Dem Primary, one of the biggest political stories in years, got ZERO coverage on Fake News Network TV last night. Disgraceful! [Twitter for iPhone] link",president
11/2/2017 8:29, I will be interviewed by @IngrahamAngle on @FoxNews at 10:00. Enjoy! [Twitter for iPhone] link,president
11/2/2017 1:43, Congress must end chain migration so that we can have a system that is SECURITY BASED! We need to make,president
