HomeValue,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
177000,3,36,1300,304,688,261,34.3,-117.99
293000,4,31,6430,1190,3540,1130,34.2,-117.99
229000,6,19,9260,1650,3960,1600,34.2,-117.99
258000,4,30,1260,222,638,229,34.2,-117.99
181000,3,39,1470,312,1050,284,34.2,-117.99
173000,4,42,1070,220,804,226,34.2,-117.99
220000,5,34,3260,610,1810,633,34.3,-117.99
216000,6,35,1450,274,759,291,34.3,-117.99
177000,4,43,1510,310,809,277,34.3,-117.99
186000,4,40,1070,214,605,183,34.3,-117.99
190000,4,38,2260,460,1120,388,34.3,-117.99
160000,3,41,1300,327,733,315,34.3,-117.99
187000,4,34,1800,363,948,363,34.3,-117.99
223000,4,32,3690,791,1800,715,34.3,-117.99
248000,5,30,3210,513,1700,533,34.3,-117.99
230000,3,29,3030,732,1780,702,34.3,-117.99
205000,6,32,604,108,314,113,34.3,-117.99
315000,5,37,1780,301,702,265,34.3,-117.99
354000,6,34,2800,460,1270,443,34.3,-117.99
378000,7,34,3680,573,1600,568,34.3,-117.99
201000,3,28,1640,489,1140,458,34.3,-117.99
197000,5,44,1440,285,859,292,34.3,-117.99
239000,6,37,1440,246,624,239,34.3,-117.99
217000,4,36,1880,453,1010,409,34.3,-117.99
192000,4,24,5110,1010,2310,957,34.3,-117.99
166000,4,24,4690,820,3570,777,34.3,-117.99
166000,5,22,4430,825,3150,836,34.3,-117.99
155000,3,16,6570,1480,6160,1470,34.3,-117.99
158000,3,8,3250,847,2610,731,34.3,-117.99
148000,3,35,1010,204,1160,215,34.3,-117.99
146000,4,32,1590,320,1820,306,34.3,-117.99
150000,4,29,1270,272,1340,266,34.3,-117.99
147000,4,32,2570,531,2610,472,34.3,-117.99
165000,3,22,3520,810,3130,847,34.3,-117.99
133000,3,35,822,200,1200,203,34.3,-117.99
144000,3,34,2000,427,2390,439,34.3,-117.99
134000,2,33,1210,341,1100,283,34.3,-117.99
131000,3,33,937,216,1220,212,34.3,-117.99
148000,3,35,674,153,808,173,34.3,-117.99
143000,3,30,1380,308,2050,301,34.3,-117.99
157000,4,31,1130,276,1530,269,34.3,-117.99
148000,3,36,1000,250,1310,249,34.3,-117.99
148000,3,37,1020,246,1370,239,34.3,-117.99
141000,4,30,1250,373,1990,369,34.3,-117.99
147000,3,37,1270,348,1840,335,34.3,-117.99
140000,3,35,777,187,1020,186,34.3,-117.99
141000,3,43,729,172,935,174,34.3,-117.99
148000,4,37,1550,341,1910,352,34.3,-117.99
143000,3,35,1450,335,1630,306,34.3,-117.99
136000,2,26,1790,521,2580,484,34.3,-117.99
136000,3,38,870,205,1070,222,34.3,-117.99
143000,3,36,973,221,1090,218,34.3,-117.99
139000,4,37,1790,424,2280,411,34.3,-117.99
138000,3,38,858,203,1250,204,34.3,-117.99
124000,1,35,2700,702,3440,679,34.3,-117.99
154000,4,13,4380,872,2560,853,34.3,-117.99
134000,2,13,1870,497,1930,432,34.3,-117.99
138000,2,19,280,84,483,87,34.3,-117.99
143000,3,33,827,192,981,184,34.3,-117.99
154000,4,36,1150,259,1170,272,34.3,-117.99
157000,3,18,3450,857,3660,817,34.3,-117.99
164000,3,17,2050,548,2240,541,34.2,-117.99
145000,4,36,1430,331,1500,312,34.3,-117.99
157000,4,34,2660,515,1950,532,34.3,-117.99
236000,6,18,5890,920,2880,911,34.3,-117.99
212000,4,14,6240,1290,3570,1190,34.3,-117.99
163000,4,19,6760,1440,4210,1400,34.3,-117.99
180000,4,29,3330,712,2920,718,34.3,-117.99
203000,5,18,6570,1110,3470,1070,34.3,-117.99
187000,5,28,3190,569,2210,559,34.3,-117.99
156000,4,30,3030,604,1970,590,34.3,-117.99
154000,4,14,4150,941,3160,915,34.3,-117.99
160000,3,22,3180,822,2660,746,34.3,-117.99
156000,3,38,1600,314,1180,327,34.3,-117.99
183000,4,9,1740,358,820,323,34.3,-117.99
189000,4,23,3480,641,1950,682,34.3,-117.99
194000,4,10,5780,1110,2920,1060,34.3,-117.99
173000,4,28,1530,287,977,275,34.3,-117.99
159000,4,32,2420,476,2290,419,34.3,-117.99
218000,4,24,2920,601,1460,598,34.3,-117.99
325000,5,13,2660,518,1470,521,34.3,-117.99
270000,6,9,2380,395,1700,402,34.3,-117.99
172000,3,31,1090,256,892,238,34.3,-117.99
192000,4,16,2500,551,2310,567,34.3,-117.99
183000,3,24,3670,890,3150,810,34.3,-117.99
190000,4,18,4260,987,3400,955,34.3,-117.99
432000,9,26,4520,611,1710,581,34.3,-117.99
319000,7,27,2540,389,1070,386,34.3,-117.99
286000,7,31,3510,585,1960,588,34.3,-117.99
356000,7,25,1020,145,357,147,34.3,-117.99
374000,8,18,7500,976,3190,955,34.3,-118.99
344000,8,24,6150,868,2710,875,34.3,-118.99
302000,6,29,4240,653,1890,631,34.3,-118.99
319000,6,29,1290,194,525,187,34.3,-118.99
475000,8,28,2270,320,868,312,34.3,-118.99
451000,9,17,4540,621,2140,597,34.3,-118.99
152000,4,27,2680,652,2660,623,34.3,-117.99
160000,3,35,4090,919,3990,906,34.3,-117.99
377000,7,18,5480,780,2480,764,34.3,-118.99
429000,8,16,8880,1240,3470,1200,34.3,-118.99
500000,11,10,7670,999,3520,998,34.3,-118.99
376000,8,22,4420,622,2000,582,34.3,-118.99
341000,7,4,7000,1150,2910,1090,34.3,-118.99
152000,4,38,1530,332,1300,340,34.3,-117.99
218000,6,23,1660,302,1240,283,34.3,-117.99
223000,5,33,1550,264,881,289,34.3,-117.99
227000,5,35,2130,368,1130,341,34.3,-117.99
227000,6,35,1510,274,873,254,34.3,-117.99
192000,3,17,1440,282,523,270,34.3,-117.99
221000,6,35,1150,185,741,178,34.3,-117.99
224000,5,34,1230,222,702,222,34.3,-117.99
217000,5,33,2650,449,1300,437,34.3,-117.99
186000,4,33,1190,229,839,230,34.3,-117.99
196000,5,35,1580,300,1010,265,34.3,-117.99
180000,5,30,1580,282,1000,284,34.3,-117.99
172000,3,28,1870,463,1180,440,34.3,-117.99
158000,4,36,1110,275,1330,266,34.3,-117.99
142000,3,29,1700,419,1620,371,34.3,-117.99
196000,5,35,1720,311,992,315,34.3,-117.99
205000,4,36,1450,270,808,275,34.3,-117.99
210000,4,35,1640,300,894,302,34.3,-117.99
210000,5,33,1360,247,738,235,34.3,-117.99
217000,5,36,1390,254,761,262,34.3,-117.99
224000,4,33,2200,433,1140,407,34.3,-117.99
209000,4,32,2220,422,1060,427,34.3,-117.99
199000,4,34,1300,289,650,291,34.3,-117.99
218000,6,35,1900,344,1120,347,34.3,-117.99
238000,6,36,1770,296,938,304,34.3,-117.99
240000,5,27,2720,468,1160,419,34.3,-117.99
196000,4,34,1730,399,1120,401,34.3,-117.99
195000,5,36,1950,395,1040,375,34.3,-117.99
217000,5,35,1440,276,795,268,34.3,-117.99
223000,5,35,1870,335,1070,337,34.3,-117.99
233000,4,33,2090,383,960,362,34.3,-117.99
226000,6,34,4880,815,2520,781,34.3,-117.99
236000,5,33,3050,527,1580,507,34.3,-117.99
222000,5,35,2240,390,1150,416,34.3,-118.99
244000,5,34,3580,565,1690,524,34.3,-118.99
380000,8,33,1980,271,801,287,34.3,-118.99
223000,4,34,3790,771,1970,738,34.3,-118.99
252000,4,36,2280,429,1000,419,34.3,-118.99
271000,6,36,3200,538,1500,499,34.3,-118.99
329000,5,32,1930,298,948,314,34.3,-118.99
308000,8,18,3670,577,1590,550,34.3,-118.99
312000,6,22,5300,838,2370,807,34.3,-118.99
348000,7,28,2310,300,931,302,34.3,-118.99
321000,6,33,1930,305,896,293,34.3,-118.99
500000,11,23,4960,592,1930,586,34.3,-118.99
445000,8,21,4020,536,1510,529,34.3,-118.99
353000,8,25,4920,661,2180,625,34.3,-118.99
237000,5,33,2830,510,1340,504,34.3,-118.99
254000,4,21,8850,2140,4720,1980,34.3,-118.99
333000,6,29,2470,354,1110,397,34.3,-118.99
291000,5,11,7850,1660,3560,1500,34.3,-118.99
261000,4,25,8390,1870,4480,1750,34.3,-117.99
258000,5,28,4050,712,2160,746,34.3,-117.99
500000,10,20,7380,845,2800,872,34.3,-118.99
357000,7,20,8150,1130,3560,1050,34.3,-118.99
376000,6,17,5410,895,2340,882,34.2,-118.99
277000,5,9,4760,924,1880,915,34.2,-118.99
262000,6,15,10900,1650,4180,1580,34.3,-118.99
272000,6,18,6150,1070,3010,1030,34.3,-118.99
277000,6,16,8300,1510,3900,1450,34.3,-118.99
278000,7,18,1380,225,670,205,34.2,-118.99
334000,7,25,2760,410,1170,439,34.2,-118.99
350000,6,18,897,142,263,110,34.2,-118.99
327000,6,26,3730,572,1720,530,34.2,-118.99
334000,7,24,5260,758,2470,780,34.2,-118.99
230000,3,19,8870,2360,5010,2190,34.2,-118.99
255000,3,17,6590,1530,4460,1460,34.2,-118.99
500000,9,31,1960,243,697,242,34.3,-118.99
500000,8,23,2980,362,1210,378,34.2,-118.99
273000,6,34,5100,778,2240,778,34.3,-118.99
237000,3,26,3240,647,1530,590,34.2,-118.99
193000,4,15,9720,2390,4990,2230,34.3,-118.99
420000,9,20,4680,609,1950,609,34.3,-118.99
281000,6,23,4880,769,2120,725,34.3,-118.99
248000,6,36,3220,529,1710,539,34.2,-118.99
222000,5,36,2410,432,1240,454,34.2,-118.99
222000,5,22,3280,648,1750,585,34.2,-118.99
230000,4,29,3910,773,2040,727,34.2,-118.99
169000,3,14,4410,1210,2680,1130,34.2,-118.99
235000,5,35,1920,314,1020,340,34.2,-118.99
230000,5,35,1970,339,950,340,34.2,-118.99
229000,4,17,6020,1460,3060,1350,34.2,-118.99
500000,9,24,4340,558,1510,549,34.3,-118.99
484000,9,31,5300,664,1990,657,34.2,-118.99
477000,7,36,3320,448,1190,423,34.2,-118.99
419000,3,6,3220,949,2300,876,34.2,-118.99
472000,8,35,1470,210,735,219,34.2,-118.99
323000,3,20,6330,1540,2960,1510,34.3,-118.99
264000,3,24,4630,1160,2360,1080,34.2,-118.99
275000,3,24,2720,719,3020,644,34.2,-118.99
233000,4,35,3420,601,1690,574,34.2,-118.99
230000,3,27,2130,543,1070,528,34.2,-118.99
322000,6,26,2640,378,1190,401,34.3,-118.99
408000,4,21,5750,1080,2230,1020,34.2,-118.99
245000,3,25,4410,1020,4580,1010,34.2,-118.99
454000,5,27,4580,918,2250,850,34.2,-118.99
318000,3,21,4620,1100,2890,1030,34.2,-118.99
240000,3,32,4040,984,2680,941,34.2,-118.99
212000,4,34,2190,513,1300,497,34.2,-118.99
241000,4,29,1750,342,1320,333,34.2,-118.99
212000,5,34,2090,380,1210,380,34.3,-117.99
171000,4,11,5360,1160,2780,1030,34.2,-117.99
239000,5,21,2690,477,1330,456,34.3,-117.99
255000,2,19,2410,661,1860,621,34.2,-117.99
268000,7,32,2620,412,1290,414,34.2,-117.99
254000,5,30,2870,470,1340,458,34.3,-117.99
244000,5,35,2710,446,1220,445,34.2,-117.99
262000,6,34,1970,316,917,307,34.2,-117.99
241000,5,32,2330,389,969,331,34.3,-118.99
257000,6,32,2410,380,1040,344,34.3,-118.99
315000,6,34,2630,412,1110,423,34.2,-118.99
319000,5,26,3080,573,1590,586,34.2,-118.99
242000,5,32,4370,683,2040,693,34.2,-117.99
238000,5,30,1760,314,899,288,34.2,-117.99
160000,3,22,8350,2720,9140,2450,34.2,-117.99
259000,5,35,1960,310,919,297,34.2,-117.99
273000,7,30,1760,263,761,292,34.2,-117.99
240000,5,29,3350,707,1750,650,34.2,-117.99
169000,3,20,4610,1500,5350,1380,34.2,-117.99
155000,3,16,6340,1770,4720,1630,34.2,-117.99
152000,3,38,921,239,1020,241,34.3,-117.99
184000,5,36,1180,220,775,218,34.2,-117.99
171000,4,36,1490,313,1220,296,34.2,-117.99
177000,5,35,1510,281,1030,286,34.2,-117.99
179000,5,35,1030,195,753,185,34.2,-117.99
176000,3,38,490,101,402,100,34.2,-117.99
165000,4,34,1100,212,949,212,34.3,-117.99
154000,4,28,1080,288,1380,293,34.3,-117.99
159000,4,32,2430,553,2320,532,34.3,-117.99
174000,6,34,325,60,433,83,34.3,-117.99
176000,4,35,1580,324,1480,351,34.3,-117.99
163000,4,21,2140,565,1800,497,34.3,-117.99
137000,4,11,9050,2190,7100,2040,34.2,-117.99
158000,2,15,5740,1770,4620,1580,34.2,-117.99
206000,3,7,3300,794,2340,647,34.2,-117.99
174000,5,33,1120,231,1040,236,34.3,-117.99
179000,4,35,1420,261,995,272,34.2,-117.99
183000,4,35,1490,293,1110,288,34.2,-117.99
184000,4,36,1660,301,1230,307,34.2,-117.99
178000,4,35,2340,435,1530,399,34.2,-117.99
187000,6,33,2480,457,1570,446,34.2,-117.99
233000,5,29,1810,323,1230,310,34.2,-117.99
182000,4,35,2050,390,1290,385,34.2,-117.99
184000,5,36,1380,265,896,246,34.2,-117.99
189000,5,34,1550,279,1010,288,34.2,-117.99
177000,3,35,1230,228,720,231,34.2,-117.99
174000,4,37,1740,369,1060,356,34.2,-117.99
173000,4,37,1280,241,987,233,34.2,-117.99
183000,4,36,1730,387,1100,353,34.2,-117.99
185000,4,34,1590,360,1080,340,34.2,-117.99
184000,4,41,1030,214,664,223,34.2,-117.99
178000,3,39,1530,344,913,314,34.2,-117.99
182000,5,43,2260,429,1420,442,34.2,-117.99
171000,3,35,2290,617,2220,566,34.2,-117.99
168000,4,39,1500,333,998,309,34.2,-117.99
184000,3,31,2060,601,2400,579,34.2,-117.99
183000,2,24,3440,1170,4630,1100,34.2,-117.99
184000,3,25,4390,1370,3780,1270,34.2,-117.99
186000,3,8,2610,786,1800,695,34.2,-117.99
145000,3,19,9900,2810,7310,2660,34.2,-117.99
179000,3,36,1190,266,718,248,34.2,-117.99
185000,5,37,1670,335,1010,343,34.2,-117.99
169000,3,41,1440,325,1010,322,34.2,-117.99
169000,3,41,1580,399,1160,378,34.2,-117.99
234000,4,34,2300,429,1450,455,34.2,-117.99
176000,2,17,3670,1210,2640,1050,34.2,-117.99
187000,4,36,1370,295,774,306,34.2,-117.99
186000,4,43,1220,222,729,230,34.2,-117.99
192000,3,30,2450,544,1750,506,34.2,-117.99
193000,4,35,2220,459,1590,446,34.2,-117.99
181000,5,45,972,181,554,187,34.2,-117.99
184000,4,36,2560,540,1560,491,34.2,-117.99
190000,4,37,1400,266,889,274,34.2,-117.99
232000,5,38,983,185,513,170,34.3,-117.99
229000,4,40,1280,246,594,236,34.2,-117.99
165000,4,32,1440,317,1180,311,34.2,-117.99
152000,4,17,1790,463,1670,448,34.2,-117.99
158000,1,38,125,42,63,29,34.2,-117.99
180000,5,35,2550,545,1850,503,34.2,-117.99
182000,3,18,3410,831,3000,795,34.2,-117.99
162000,2,43,1190,299,1180,320,34.2,-117.99
173000,4,36,1640,349,1410,337,34.2,-117.99
211000,5,35,2830,518,1580,524,34.2,-117.99
240000,6,35,1790,292,897,267,34.2,-117.99
165000,4,40,712,149,533,155,34.2,-117.99
187000,5,35,1790,334,1280,345,34.2,-117.99
179000,4,32,1870,441,1520,432,34.2,-117.99
172000,3,14,2810,868,2730,803,34.2,-117.99
178000,2,20,1180,344,864,318,34.2,-117.99
171000,4,35,1470,303,1300,300,34.2,-117.99
179000,3,33,1980,484,1670,466,34.2,-117.99
199000,4,34,3000,589,1940,568,34.2,-117.99
237000,5,29,2890,543,1640,540,34.2,-117.99
188000,1,34,161,48,66,33,34.2,-117.99
207000,6,34,1530,278,1060,274,34.2,-117.99
176000,3,36,1390,326,1180,303,34.2,-117.99
177000,4,36,2080,455,1940,484,34.2,-117.99
176000,4,34,2270,558,2160,484,34.2,-117.99
174000,3,11,2130,581,1990,530,34.2,-117.99
150000,2,32,362,100,348,102,34.2,-117.99
183000,3,15,2490,742,1990,670,34.2,-117.99
160000,4,37,1510,348,1550,351,34.2,-117.99
154000,3,41,1560,374,1670,389,34.2,-117.99
153000,2,41,337,65,198,50,34.2,-117.99
170000,4,42,715,145,730,158,34.2,-117.99
182000,3,23,4140,1170,3910,1070,34.2,-117.99
177000,2,17,2590,1030,3950,973,34.2,-117.99
160000,4,33,2030,470,1990,423,34.2,-117.99
172000,3,34,2200,609,2490,597,34.2,-117.99
171000,2,38,1360,395,1800,405,34.2,-117.99
170000,3,33,1440,309,1380,306,34.2,-117.99
176000,4,11,2920,685,1510,664,34.2,-117.99
189000,3,34,1470,423,995,386,34.2,-117.99
195000,3,36,2230,605,1930,599,34.2,-117.99
199000,3,33,1830,512,1350,500,34.2,-117.99
185000,3,19,2890,821,2200,705,34.2,-117.99
192000,3,41,2000,485,1440,461,34.2,-117.99
163000,2,23,1880,710,2560,657,34.2,-117.99
181000,2,19,2010,732,3480,731,34.2,-117.99
172000,2,41,2920,867,2750,836,34.2,-117.99
176000,2,37,1430,394,1670,404,34.2,-117.99
188000,2,32,993,285,1040,248,34.2,-117.99
212000,4,13,4860,1290,3350,1200,34.2,-117.99
181000,4,37,934,231,587,230,34.2,-117.99
226000,3,30,2390,655,1990,609,34.2,-117.99
191000,3,35,2180,599,1480,574,34.2,-117.99
200000,4,39,1170,242,612,247,34.2,-117.99
217000,4,32,2730,654,2210,610,34.2,-117.99
222000,2,24,3150,908,2850,839,34.2,-117.99
194000,4,42,779,145,450,148,34.2,-117.99
223000,3,34,2620,572,2000,573,34.2,-117.99
232000,2,27,3200,970,3400,948,34.2,-117.99
290000,3,28,3390,815,2240,737,34.2,-117.99
270000,2,33,3350,790,2320,775,34.2,-117.99
231000,3,33,3290,830,2280,786,34.2,-117.99
226000,3,27,3760,880,2020,812,34.2,-117.99
336000,4,31,2890,646,1630,637,34.2,-117.99
202000,3,30,1320,353,856,333,34.2,-117.99
268000,4,33,2720,662,1550,597,34.2,-117.99
282000,4,31,2420,510,1100,507,34.2,-117.99
382000,6,40,1010,150,449,166,34.2,-117.99
191000,4,45,1110,225,595,228,34.2,-117.99
238000,5,43,1840,356,966,323,34.2,-117.99
262000,3,30,2010,513,1050,496,34.2,-117.99
225000,3,37,1990,425,939,400,34.2,-117.99
217000,4,30,521,126,306,129,34.2,-117.99
262000,4,35,1630,356,862,368,34.2,-117.99
313000,4,32,3720,899,1910,791,34.2,-117.99
286000,3,27,3590,911,1890,871,34.2,-117.99
204000,3,25,3790,989,2450,876,34.2,-117.99
240000,3,42,1960,389,985,414,34.2,-117.99
242000,3,26,3350,818,1600,773,34.2,-117.99
224000,3,44,477,91,220,112,34.2,-117.99
193000,2,36,904,191,627,191,34.2,-117.99
365000,2,45,1180,250,471,228,34.2,-117.99
385000,4,35,1350,284,501,262,34.2,-117.99
365000,4,34,2640,580,1150,551,34.2,-117.99
466000,6,32,3060,505,1160,510,34.2,-117.99
331000,5,35,2030,428,879,402,34.2,-117.99
182000,3,42,1310,289,950,302,34.2,-117.99
191000,3,40,2080,568,1400,526,34.2,-117.99
165000,2,27,4830,1530,3850,1430,34.2,-117.99
200000,2,24,1980,651,2250,574,34.2,-117.99
239000,3,33,1590,454,739,392,34.2,-117.99
222000,4,40,1700,372,835,385,34.2,-117.99
190000,3,36,1610,373,1220,374,34.2,-117.99
178000,3,42,1140,300,643,252,34.2,-117.99
186000,3,44,901,179,473,179,34.2,-117.99
177000,2,30,977,264,736,258,34.2,-117.99
177000,3,35,2950,794,2110,746,34.2,-117.99
174000,3,32,3550,1060,3130,1010,34.2,-117.99
200000,2,31,1110,354,1120,334,34.2,-117.99
200000,3,31,1940,505,1580,466,34.2,-117.99
192000,3,42,1710,416,1350,427,34.2,-117.99
276000,4,35,2790,663,1630,614,34.2,-117.99
366000,4,27,3280,648,1380,615,34.2,-117.99
292000,4,35,1980,384,882,406,34.2,-117.99
293000,3,32,3200,696,1570,621,34.2,-117.99
342000,5,35,2920,507,1130,485,34.2,-117.99
337000,6,37,1980,331,794,340,34.2,-117.99
354000,4,34,2460,489,1140,463,34.2,-117.99
343000,3,41,2050,478,850,490,34.2,-117.99
334000,5,40,1130,184,452,187,34.2,-117.99
365000,5,27,2800,602,1070,535,34.1,-117.99
360000,6,31,2240,363,914,370,34.2,-117.99
368000,4,28,4660,1040,1960,961,34.2,-117.99
275000,4,14,577,150,372,130,34.2,-117.99
386000,4,25,2770,566,1200,545,34.2,-117.99
269000,2,24,4440,1280,2420,1180,34.2,-117.99
222000,3,24,6350,1550,2950,1490,34.2,-117.99
284000,3,28,2790,748,1350,697,34.2,-117.99
265000,3,26,6430,1610,2810,1490,34.2,-117.99
414000,5,46,1580,279,603,283,34.2,-117.99
445000,5,37,1390,286,547,258,34.2,-117.99
192000,3,30,2020,622,1360,557,34.2,-117.99
309000,3,46,2610,593,1060,585,34.2,-117.99
319000,4,31,2200,501,944,474,34.2,-117.99
194000,2,44,2300,560,1540,528,34.2,-117.99
185000,2,15,3330,1010,2680,857,34.2,-117.99
184000,2,42,600,171,377,181,34.2,-117.99
221000,2,10,1430,473,1440,429,34.2,-117.99
325000,1,6,854,350,542,321,34.2,-117.99
250000,3,6,6530,2010,3300,1790,34.2,-117.99
225000,4,10,2610,748,1370,680,34.2,-117.99
263000,4,25,2450,618,1050,578,34.2,-117.99
282000,4,40,1970,382,774,352,34.2,-117.99
274000,2,43,2850,709,1510,670,34.2,-117.99
325000,4,32,2460,556,989,493,34.2,-117.99
232000,4,17,4150,1150,1810,1040,34.2,-117.99
209000,3,11,2900,871,1660,789,34.2,-117.99
323000,5,45,1760,335,822,342,34.2,-117.99
418000,4,42,2300,442,862,429,34.2,-117.99
500000,4,35,2250,393,783,402,34.1,-117.99
141000,3,20,4090,1270,2820,1050,34.2,-117.99
227000,4,26,2870,671,1960,640,34.2,-117.99
241000,3,28,1730,435,1200,417,34.2,-117.99
221000,3,20,5760,1480,4030,1370,34.2,-117.99
196000,2,30,2330,733,2170,707,34.2,-117.99
202000,3,19,3670,1150,2660,1090,34.2,-117.99
203000,4,13,2930,816,1870,802,34.2,-117.99
187000,4,7,2080,657,1460,535,34.2,-117.99
220000,3,34,2510,603,1810,584,34.2,-117.99
229000,3,20,3940,1140,2480,1000,34.2,-117.99
197000,3,25,2880,723,2080,649,34.2,-117.99
190000,3,26,2030,559,1550,513,34.2,-117.99
93800,2,22,3430,1210,3620,1090,34.2,-117.99
225000,1,25,1130,449,746,420,34.2,-117.99
202000,3,23,2090,571,1810,553,34.2,-117.99
216000,5,35,1110,206,515,202,34.2,-117.99
218000,4,34,1620,344,938,305,34.2,-118.99
255000,2,12,3830,1080,2260,967,34.2,-117.99
192000,3,23,2850,864,2250,777,34.2,-117.99
221000,3,20,5700,1590,3810,1380,34.2,-117.99
210000,4,36,2060,423,1130,423,34.2,-117.99
282000,3,25,4590,1480,2720,1200,34.2,-117.99
293000,4,33,3880,943,2110,843,34.2,-117.99
191000,3,27,1570,450,1040,455,34.2,-117.99
231000,3,18,2730,800,2100,742,34.2,-117.99
206000,3,22,4860,1350,2520,1260,34.2,-117.99
192000,2,37,1070,254,739,253,34.2,-117.99
234000,3,20,5990,1820,4830,1630,34.2,-117.99
256000,6,35,1490,295,779,309,34.2,-117.99
238000,3,29,3050,694,1940,679,34.2,-117.99
235000,3,36,2700,623,1540,554,34.2,-117.99
226000,3,35,1720,478,1630,495,34.2,-117.99
233000,3,17,2930,950,2520,889,34.2,-117.99
246000,4,27,3440,739,1830,712,34.2,-117.99
244000,5,37,1520,344,983,347,34.2,-117.99
216000,3,19,3490,959,2280,835,34.2,-117.99
199000,2,29,1600,459,1140,438,34.2,-117.99
271000,3,22,2050,568,1250,572,34.2,-117.99
221000,2,36,2080,496,1210,528,34.2,-117.99
178000,3,11,2890,951,2170,768,34.2,-117.99
154000,2,17,1550,592,2420,556,34.2,-117.99
181000,2,11,2480,900,2470,855,34.2,-117.99
158000,2,22,2520,826,3350,713,34.2,-117.99
174000,3,27,2580,719,2040,718,34.2,-117.99
225000,5,41,1100,196,495,196,34.2,-117.99
229000,4,39,1810,388,839,380,34.2,-117.99
246000,4,34,1840,442,861,417,34.2,-117.99
251000,5,33,1790,386,844,397,34.2,-117.99
253000,3,35,1820,465,1340,419,34.2,-117.99
215000,2,35,972,270,550,256,34.2,-117.99
287000,4,25,4970,1130,1940,958,34.2,-117.99
225000,4,33,2080,486,1020,450,34.2,-117.99
210000,3,25,3830,1110,2330,1020,34.2,-117.99
286000,4,33,2130,414,1060,391,34.2,-117.99
266000,3,33,1680,404,933,412,34.2,-117.99
353000,4,34,2180,424,906,429,34.2,-117.99
500000,11,42,777,102,284,113,34.2,-117.99
279000,3,29,2690,642,1090,599,34.2,-117.99
380000,4,34,2620,467,1230,476,34.2,-117.99
329000,4,35,3080,642,1360,623,34.2,-117.99
338000,4,33,1620,322,580,311,34.2,-117.99
273000,4,22,4980,1360,2240,1220,34.2,-117.99
277000,3,21,2150,527,996,470,34.2,-117.99
261000,4,33,3100,687,1390,658,34.2,-117.99
309000,4,24,2810,675,1460,620,34.2,-117.99
274000,3,22,6710,1740,2620,1610,34.2,-117.99
315000,4,33,2540,500,1040,492,34.2,-117.99
280000,4,28,2800,622,1170,545,34.2,-117.99
299000,4,26,2550,647,1100,540,34.2,-117.99
227000,3,22,6060,1830,4880,1700,34.2,-118.99
199000,4,32,2590,566,1600,547,34.2,-118.99
224000,5,35,1660,300,1000,309,34.2,-118.99
202000,4,37,1600,349,1010,366,34.2,-118.99
204000,4,33,2210,453,1240,419,34.2,-118.99
222000,4,36,2790,523,1330,472,34.2,-118.99
236000,5,36,1250,229,629,245,34.2,-118.99
216000,6,36,1660,310,817,308,34.2,-118.99
209000,4,36,1950,387,1160,392,34.2,-118.99
224000,5,36,2400,421,1060,398,34.2,-118.99
